model_type,task_type,question_idx,gold_answer,baseline_stop_window,baseline_tokens_saved,stop_window_0.50,stop_window_0.85,stop_window_0.95,tokens_saved_0.50,tokens_saved_0.85,tokens_saved_0.95,is_correct_full,is_correct_baseline,is_correct_0.50,is_correct_0.85,is_correct_0.95
GPT4,strategy,525,yes,5,779,5,5,40,779,779,0,True,True,True,True,True
GPT4,strategy,526,yes,5,1005,5,5,5,1005,1005,1005,True,True,True,True,True
GPT4,strategy,527,no,5,1067,5,5,5,1067,1067,1067,True,True,True,True,True
GPT4,strategy,528,yes,5,1497,5,5,5,1497,1497,1497,True,True,True,True,True
GPT4,strategy,529,yes,40,0,5,40,40,1558,0,0,False,False,False,False,False
GPT4,strategy,530,no,5,770,5,5,5,770,770,770,True,True,True,True,True
GPT4,strategy,531,yes,5,1260,5,5,5,1260,1260,1260,True,True,True,True,True
GPT4,strategy,532,no,5,1311,5,5,10,1311,1311,1111,True,True,True,True,True
GPT4,strategy,533,no,5,926,5,5,15,926,926,678,True,True,True,True,True
GPT4,strategy,534,yes,5,2063,5,5,5,2063,2063,2063,True,True,True,True,True
GPT4,strategy,535,yes,5,1282,5,5,5,1282,1282,1282,True,True,True,True,True
GPT4,strategy,536,no,5,1297,5,5,15,1297,1297,924,False,False,False,False,False
GPT4,strategy,537,no,5,1274,5,5,5,1274,1274,1274,True,True,True,True,True
GPT4,strategy,538,yes,5,1451,5,5,5,1451,1451,1451,True,True,True,True,True
GPT4,strategy,539,yes,5,1171,5,5,5,1171,1171,1171,False,False,False,False,False
GPT4,strategy,540,yes,5,1093,5,5,5,1093,1093,1093,True,True,True,True,True
GPT4,strategy,541,yes,10,1509,5,5,15,1755,1755,1225,False,False,True,True,False
GPT4,strategy,542,yes,5,1064,5,5,5,1064,1064,1064,True,True,True,True,True
GPT4,strategy,543,yes,40,0,5,5,40,1946,1946,0,True,True,False,False,True
GPT4,strategy,544,yes,5,1413,5,5,40,1413,1413,0,True,True,True,True,True
GPT4,strategy,545,yes,5,964,5,5,5,964,964,964,False,False,False,False,False
GPT4,strategy,546,no,5,1415,5,5,5,1415,1415,1415,True,True,True,True,True
GPT4,strategy,547,yes,5,1201,5,5,5,1201,1201,1201,True,True,True,True,True
GPT4,strategy,548,no,20,777,5,5,5,1410,1410,1410,True,True,True,True,True
GPT4,strategy,549,yes,35,194,5,5,40,1380,1380,0,True,True,True,True,True
GPT4,strategy,550,yes,5,1612,5,5,5,1612,1612,1612,False,False,False,False,False
GPT4,strategy,551,no,5,1193,5,5,15,1193,1193,844,True,True,True,True,True
GPT4,strategy,552,yes,40,0,5,5,25,2120,2120,844,False,False,False,False,False
GPT4,strategy,553,no,5,1025,5,5,5,1025,1025,1025,True,True,True,True,True
GPT4,strategy,554,no,5,1596,5,5,5,1596,1596,1596,False,False,False,False,False
GPT4,strategy,555,yes,5,1496,5,5,20,1496,1496,841,True,True,True,True,True
GPT4,strategy,556,yes,20,1050,5,5,20,1813,1813,1050,True,True,True,True,True
GPT4,strategy,557,no,5,981,5,5,40,981,981,0,True,True,True,True,True
GPT4,strategy,558,yes,5,1567,5,5,40,1567,1567,0,True,True,True,True,True
GPT4,strategy,559,no,5,1141,5,5,5,1141,1141,1141,True,True,True,True,True
GPT4,strategy,560,no,5,1411,5,5,40,1411,1411,0,True,True,True,True,True
GPT4,strategy,561,no,5,1141,5,5,30,1141,1141,357,True,True,True,True,True
GPT4,strategy,562,no,5,1289,5,5,10,1289,1289,1100,True,True,True,True,True
GPT4,strategy,563,no,5,1025,5,5,40,1025,1025,0,True,True,True,True,True
GPT4,strategy,564,no,5,952,5,5,5,952,952,952,True,True,True,True,True
GPT4,strategy,565,yes,10,989,5,5,15,1163,1163,823,False,False,False,False,False
GPT4,strategy,566,no,5,964,5,10,40,964,836,0,True,True,True,True,True
GPT4,strategy,567,no,30,518,5,5,40,1789,1789,0,False,False,False,False,False
GPT4,strategy,568,yes,10,1884,5,5,20,2209,2209,1219,True,True,True,True,True
GPT4,strategy,569,no,5,1746,5,5,5,1746,1746,1746,True,True,True,True,True
GPT4,strategy,570,no,5,1365,5,5,25,1365,1365,540,True,True,True,True,True
GPT4,strategy,571,no,5,1438,5,5,40,1438,1438,0,True,True,True,True,True
GPT4,strategy,572,no,40,0,5,5,5,1513,1513,1513,True,True,False,False,False
GPT4,strategy,573,no,5,1288,5,5,5,1288,1288,1288,True,True,True,True,True
GPT4,strategy,574,no,5,1506,5,5,40,1506,1506,0,False,False,False,False,False
GPT4,strategy,575,no,5,1258,5,5,5,1258,1258,1258,True,True,True,True,True
GPT4,strategy,576,yes,5,1247,5,5,35,1247,1247,172,True,True,True,True,True
GPT4,strategy,577,no,5,1106,5,5,10,1106,1106,917,True,True,True,True,True
GPT4,strategy,578,yes,5,1077,5,5,5,1077,1077,1077,True,True,True,True,True
GPT4,strategy,579,yes,30,456,5,5,5,1611,1611,1611,False,False,False,False,False
GPT4,strategy,580,yes,5,1193,5,5,5,1193,1193,1193,True,True,True,True,True
GPT4,strategy,581,yes,5,1169,5,5,40,1169,1169,0,True,True,True,True,True
GPT4,strategy,582,yes,5,892,5,5,10,892,892,784,False,False,False,False,False
GPT4,strategy,583,no,5,1539,5,5,5,1539,1539,1539,True,True,True,True,True
GPT4,strategy,584,no,5,1062,5,5,5,1062,1062,1062,False,False,False,False,False
GPT4,strategy,585,yes,5,1192,5,5,40,1192,1192,0,True,True,True,True,True
GPT4,strategy,586,no,15,990,5,5,40,1408,1408,0,False,False,False,False,False
GPT4,strategy,587,no,5,1386,5,5,5,1386,1386,1386,True,True,True,True,True
GPT4,strategy,588,yes,15,1056,5,5,15,1482,1482,1056,True,True,True,True,True
GPT4,strategy,589,no,5,1144,5,5,40,1144,1144,0,True,True,True,True,True
GPT4,strategy,590,yes,5,1478,5,5,15,1478,1478,1038,True,True,True,True,True
GPT4,strategy,591,yes,5,1068,5,5,20,1068,1068,615,True,True,True,True,True
GPT4,strategy,592,no,5,1358,5,5,40,1358,1358,0,True,True,True,True,True
GPT4,strategy,593,yes,20,896,5,5,5,1579,1579,1579,False,False,False,False,False
GPT4,strategy,594,yes,5,1081,5,5,40,1081,1081,0,True,True,True,True,True
GPT4,strategy,595,no,5,1117,5,5,20,1117,1117,638,True,True,True,True,True
GPT4,strategy,596,no,5,1050,5,5,10,1050,1050,889,True,True,True,True,True
GPT4,strategy,597,yes,5,1310,5,5,10,1310,1310,1116,True,True,True,True,True
GPT4,strategy,598,yes,40,0,5,5,40,1836,1836,0,False,False,False,False,False
GPT4,strategy,599,no,5,1146,5,5,40,1146,1146,0,True,True,True,True,True
GPT4,strategy,600,yes,5,689,5,5,5,689,689,689,False,False,False,False,False
GPT4,strategy,601,yes,15,1137,5,5,40,1543,1543,0,False,False,False,False,False
GPT4,strategy,602,no,5,1363,5,5,40,1363,1363,0,True,True,True,True,True
GPT4,strategy,603,no,20,856,5,5,40,1502,1502,0,True,True,True,True,True
GPT4,strategy,604,yes,5,1217,5,10,40,1217,1043,0,True,True,True,True,True
GPT4,strategy,605,no,5,1360,5,5,40,1360,1360,0,False,False,False,False,False
GPT4,strategy,606,no,5,1417,5,5,5,1417,1417,1417,True,True,True,True,True
GPT4,strategy,607,yes,40,0,5,5,10,1717,1717,1491,False,False,False,False,False
GPT4,strategy,608,no,5,1419,5,5,5,1419,1419,1419,False,False,False,False,False
GPT4,strategy,609,yes,5,909,5,5,15,909,909,646,True,True,True,True,True
GPT4,strategy,610,no,5,1475,5,5,40,1475,1475,0,True,True,True,True,True
GPT4,strategy,611,no,5,1221,5,5,25,1221,1221,512,True,True,True,True,True
GPT4,strategy,612,no,5,1433,5,5,5,1433,1433,1433,False,False,False,False,False
GPT4,strategy,613,yes,5,1308,5,5,15,1308,1308,956,True,True,True,True,True
GPT4,strategy,614,no,15,1741,5,5,35,2446,2446,368,True,True,True,True,True
GPT4,strategy,615,no,5,1215,5,5,5,1215,1215,1215,True,True,True,True,True
GPT4,strategy,616,yes,5,1511,5,5,5,1511,1511,1511,True,True,True,True,True
GPT4,strategy,617,yes,5,1566,5,5,5,1566,1566,1566,True,True,True,True,True
GPT4,strategy,618,no,5,1518,5,5,5,1518,1518,1518,False,False,False,False,False
GPT4,strategy,619,no,5,1201,5,5,5,1201,1201,1201,True,True,True,True,True
GPT4,strategy,620,yes,5,1369,5,5,5,1369,1369,1369,True,True,True,True,True
GPT4,strategy,621,no,5,1452,5,5,40,1452,1452,0,True,True,True,True,True
GPT4,strategy,622,no,5,1355,5,5,5,1355,1355,1355,True,True,True,True,True
GPT4,strategy,623,yes,5,1475,5,5,5,1475,1475,1475,True,True,True,True,True
GPT4,strategy,624,yes,20,503,5,5,5,905,905,905,True,True,True,True,True
GPT4,strategy,625,no,5,776,5,5,5,776,776,776,True,True,True,True,True
GPT4,strategy,626,no,5,1274,5,5,5,1274,1274,1274,True,True,True,True,True
GPT4,strategy,627,yes,5,1037,5,5,10,1037,1037,897,True,True,True,True,True
GPT4,strategy,628,no,5,1439,5,5,20,1439,1439,815,True,True,True,True,True
GPT4,strategy,629,yes,5,1597,5,5,5,1597,1597,1597,True,True,True,True,True
GPT4,strategy,630,no,40,0,5,10,40,1525,1299,0,False,False,True,True,False
GPT4,strategy,631,no,5,1283,5,5,35,1283,1283,183,True,True,True,True,True
GPT4,strategy,632,no,5,1720,5,15,40,1720,1215,0,True,True,True,True,True
GPT4,strategy,633,yes,5,1047,5,5,20,1047,1047,639,True,True,True,True,True
GPT4,strategy,634,no,5,1217,5,5,5,1217,1217,1217,True,True,True,True,True
GPT4,strategy,635,no,5,1662,5,5,15,1662,1662,1208,True,True,True,True,True
GPT4,strategy,636,yes,5,1259,5,5,40,1259,1259,0,True,True,True,True,True
GPT4,strategy,637,yes,5,1311,5,5,5,1311,1311,1311,True,True,True,True,True
GPT4,strategy,638,yes,5,1505,5,5,15,1505,1505,1077,True,True,True,True,True
GPT4,strategy,639,no,5,1270,5,5,10,1270,1270,1088,True,True,True,True,True
GPT4,strategy,640,no,5,1543,5,5,15,1543,1543,1110,True,True,True,True,True
GPT4,strategy,641,yes,5,1615,5,5,5,1615,1615,1615,True,True,True,True,True
GPT4,strategy,642,yes,5,1499,5,5,10,1499,1499,1271,True,True,True,True,True
GPT4,strategy,643,no,5,1291,5,5,5,1291,1291,1291,True,True,True,True,True
GPT4,strategy,644,no,40,0,5,5,40,1904,1904,0,False,False,False,False,False
GPT4,strategy,645,no,20,1029,5,5,10,1755,1755,1502,True,True,True,True,True
GPT4,strategy,646,yes,5,1027,5,10,40,1027,857,0,True,True,True,True,True
GPT4,strategy,647,no,15,801,5,5,5,1135,1135,1135,True,True,True,True,True
GPT4,strategy,648,yes,15,1553,5,5,5,2268,2268,2268,False,False,True,True,True
GPT4,strategy,649,yes,5,1066,5,5,5,1066,1066,1066,True,True,True,True,True
GPT4,strategy,650,yes,5,1131,5,5,15,1131,1131,800,True,True,True,True,True
GPT4,strategy,651,yes,5,1381,5,5,35,1381,1381,207,False,False,False,False,False
GPT4,strategy,652,yes,10,1277,5,10,40,1448,1277,0,False,False,False,False,False
GPT4,strategy,653,no,5,1276,5,5,5,1276,1276,1276,True,True,True,True,True
GPT4,strategy,654,no,5,1056,5,5,10,1056,1056,924,True,True,True,True,True
GPT4,strategy,655,no,10,1311,5,5,10,1530,1530,1311,False,False,False,False,False
GPT4,strategy,656,no,5,1323,5,5,5,1323,1323,1323,True,True,True,True,True
GPT4,strategy,657,no,5,758,5,5,20,758,758,459,True,True,True,True,True
GPT4,strategy,658,no,5,1280,5,5,25,1280,1280,566,True,True,True,True,True
GPT4,strategy,659,no,5,983,5,5,5,983,983,983,True,True,True,True,True
GPT4,strategy,660,yes,5,1365,5,5,5,1365,1365,1365,True,True,True,True,True
GPT4,strategy,661,yes,5,945,5,5,15,945,945,664,True,True,True,True,True
GPT4,strategy,662,yes,5,1737,5,5,5,1737,1737,1737,False,False,False,False,False
GPT4,strategy,663,yes,5,1325,5,5,40,1325,1325,0,True,True,True,True,True
GPT4,strategy,664,no,5,1363,5,5,10,1363,1363,1170,True,True,True,True,True
GPT4,strategy,665,yes,5,1102,5,5,40,1102,1102,0,True,True,True,True,True
GPT4,strategy,666,yes,5,1314,5,10,40,1314,1114,0,True,True,True,True,True
GPT4,strategy,667,no,5,1268,5,5,5,1268,1268,1268,True,True,True,True,True
GPT4,strategy,668,yes,5,1356,5,5,25,1356,1356,563,True,True,True,True,True
GPT4,strategy,669,yes,5,2170,5,5,5,2170,2170,2170,True,True,True,True,True
GPT4,strategy,670,no,20,755,5,5,40,1257,1257,0,False,False,False,False,False
GPT4,strategy,671,yes,40,0,5,5,40,2053,2053,0,True,True,True,True,True
GPT4,strategy,672,no,5,1921,5,5,10,1921,1921,1672,True,True,True,True,True
GPT4,strategy,673,yes,5,2029,5,5,40,2029,2029,0,True,True,True,True,True
GPT4,strategy,674,yes,5,1161,5,5,5,1161,1161,1161,True,True,True,True,True
GPT4,strategy,675,no,5,1145,5,5,40,1145,1145,0,True,True,True,True,True
GPT4,strategy,676,no,5,1187,5,5,5,1187,1187,1187,True,True,True,True,True
GPT4,strategy,677,no,5,1347,5,5,5,1347,1347,1347,True,True,True,True,True
GPT4,strategy,678,yes,5,1456,5,5,5,1456,1456,1456,True,True,True,True,True
GPT4,strategy,679,yes,5,803,5,5,5,803,803,803,True,True,True,True,True
GPT4,strategy,680,yes,5,1564,5,5,10,1564,1564,1307,True,True,True,True,True
GPT4,strategy,681,no,5,865,5,5,5,865,865,865,True,True,True,True,True
GPT4,strategy,682,yes,10,1289,5,5,15,1509,1509,1072,True,True,True,True,True
GPT4,strategy,683,no,5,1562,5,5,5,1562,1562,1562,True,True,True,True,True
GPT4,strategy,684,no,5,1445,5,5,5,1445,1445,1445,True,True,True,True,True
GPT4,strategy,685,no,5,746,5,5,5,746,746,746,True,True,True,True,True
GPT4,strategy,686,no,5,1559,5,5,25,1559,1559,695,True,True,True,True,True
GPT4,strategy,687,no,5,853,5,5,5,853,853,853,True,True,True,True,True
GPT4,strategy,688,yes,10,1480,5,10,40,1721,1480,0,False,False,True,False,False
GPT4,strategy,689,yes,5,978,5,5,15,978,978,718,False,False,False,False,False
GPT4,strategy,690,no,5,1008,5,5,10,1008,1008,857,True,True,True,True,True
GPT4,strategy,691,no,5,1503,5,5,5,1503,1503,1503,True,True,True,True,True
GPT4,strategy,692,yes,5,1360,5,5,5,1360,1360,1360,True,True,True,True,True
GPT4,strategy,693,no,5,1060,5,5,5,1060,1060,1060,True,True,True,True,True
GPT4,strategy,694,no,5,1213,5,5,35,1213,1213,189,True,True,True,True,True
GPT4,strategy,695,yes,5,1319,5,5,40,1319,1319,0,False,False,False,False,False
GPT4,strategy,696,no,5,1255,5,5,5,1255,1255,1255,True,True,True,True,True
GPT4,strategy,697,no,5,1564,5,5,5,1564,1564,1564,True,True,True,True,True
GPT4,strategy,698,no,5,1010,5,5,10,1010,1010,861,True,True,True,True,True
GPT4,strategy,699,no,5,1981,5,5,20,1981,1981,1079,True,True,True,True,True
GPT4,strategy,700,no,5,1101,5,5,5,1101,1101,1101,True,True,True,True,True
GPT4,strategy,701,no,5,1091,5,5,5,1091,1091,1091,True,True,True,True,True
GPT4,strategy,702,yes,5,1379,5,5,5,1379,1379,1379,False,False,False,False,False
GPT4,strategy,703,yes,5,1372,5,5,5,1372,1372,1372,True,True,True,True,True
GPT4,strategy,704,no,5,1188,5,5,15,1188,1188,854,True,True,True,True,True
GPT4,strategy,705,no,5,825,5,5,5,825,825,825,True,True,True,True,True
GPT4,strategy,706,yes,5,1635,5,5,10,1635,1635,1393,True,True,True,True,True
GPT4,strategy,707,yes,5,1369,5,5,5,1369,1369,1369,True,True,True,True,True
GPT4,strategy,708,yes,5,1057,5,5,5,1057,1057,1057,True,True,True,True,True
GPT4,strategy,709,no,5,1443,5,5,25,1443,1443,615,True,True,True,True,True
GPT4,strategy,710,yes,5,1983,5,5,30,1983,1983,604,True,True,True,True,True
GPT4,strategy,711,no,5,1137,5,5,20,1137,1137,629,True,True,True,True,True
GPT4,strategy,712,yes,5,1387,5,5,40,1387,1387,0,False,False,False,False,False
GPT4,strategy,713,no,5,1303,5,5,40,1303,1303,0,True,True,True,True,True
GPT4,strategy,714,yes,5,1577,5,5,5,1577,1577,1577,True,True,True,True,True
GPT4,strategy,715,yes,40,0,5,5,40,1755,1755,0,False,False,False,False,False
GPT4,strategy,716,no,5,1325,5,5,15,1325,1325,950,True,True,True,True,True
GPT4,strategy,717,no,5,1328,5,5,5,1328,1328,1328,True,True,True,True,True
GPT4,strategy,718,yes,5,1526,5,5,5,1526,1526,1526,True,True,True,True,True
GPT4,strategy,719,no,5,1841,5,5,15,1841,1841,1295,True,True,True,True,True
GPT4,strategy,720,yes,5,763,5,5,15,763,763,566,True,True,True,True,True
GPT4,strategy,721,yes,40,0,5,5,40,1665,1665,0,False,False,False,False,False
GPT4,strategy,722,yes,5,1009,5,5,20,1009,1009,572,True,True,True,True,True
GPT4,strategy,723,no,5,1039,5,5,20,1039,1039,626,True,True,True,True,True
GPT4,strategy,724,no,5,1477,5,5,40,1477,1477,0,True,True,True,True,True
GPT4,strategy,725,yes,5,1044,5,5,5,1044,1044,1044,True,True,True,True,True
GPT4,strategy,726,no,5,859,5,5,5,859,859,859,True,True,True,True,True
GPT4,strategy,727,yes,5,1653,5,5,5,1653,1653,1653,True,True,True,True,True
GPT4,strategy,728,no,5,1176,5,5,5,1176,1176,1176,True,True,True,True,True
GPT4,strategy,729,yes,5,1437,5,5,5,1437,1437,1437,True,True,True,True,True
GPT4,strategy,730,yes,5,1544,5,5,40,1544,1544,0,True,True,True,True,True
GPT4,strategy,731,yes,5,1346,5,5,10,1346,1346,1139,True,True,True,True,True
GPT4,strategy,732,yes,15,1190,5,5,40,1747,1747,0,False,False,False,False,False
GPT4,strategy,733,yes,5,1010,5,5,5,1010,1010,1010,True,True,True,True,True
GPT4,strategy,734,no,5,1262,5,5,10,1262,1262,1078,True,True,True,True,True
GPT4,strategy,735,no,10,1529,5,5,10,1774,1774,1529,True,True,True,True,True
GPT4,strategy,736,yes,5,1239,5,5,5,1239,1239,1239,True,True,True,True,True
GPT4,strategy,737,yes,5,1541,5,5,25,1541,1541,634,False,False,False,False,False
GPT4,strategy,738,yes,5,1482,5,5,10,1482,1482,1240,False,False,False,False,False
GPT4,strategy,739,yes,5,1537,5,5,10,1537,1537,1289,False,False,False,False,False
GPT4,strategy,740,no,5,1121,5,5,5,1121,1121,1121,True,True,True,True,True
GPT4,strategy,741,yes,5,1257,5,5,5,1257,1257,1257,True,True,True,True,True
GPT4,strategy,742,no,5,1748,5,5,10,1748,1748,1485,True,True,True,True,True
GPT4,strategy,743,no,5,917,5,5,40,917,917,0,True,True,True,True,True
GPT4,strategy,744,no,5,1710,5,5,30,1710,1710,502,True,True,True,True,True
GPT4,strategy,745,yes,5,1282,5,5,5,1282,1282,1282,True,True,True,True,True
GPT4,strategy,746,no,15,961,5,5,10,1305,1305,1127,True,True,False,False,True
GPT4,strategy,747,yes,5,1111,5,5,5,1111,1111,1111,True,True,True,True,True
GPT4,strategy,748,no,5,1515,5,5,5,1515,1515,1515,False,False,False,False,False
GPT4,strategy,749,no,5,1285,5,5,40,1285,1285,0,True,True,True,True,True
GPT4,strategy,750,no,5,1549,5,5,15,1549,1549,1113,True,True,True,True,True
GPT4,strategy,751,yes,5,1280,5,5,25,1280,1280,523,True,True,True,True,True
GPT4,strategy,752,yes,5,1115,5,5,40,1115,1115,0,True,True,True,True,True
GPT4,strategy,753,yes,5,1411,5,5,5,1411,1411,1411,True,True,True,True,True
GPT4,strategy,754,yes,5,1018,5,5,5,1018,1018,1018,True,True,True,True,True
GPT4,strategy,755,yes,5,1152,5,5,40,1152,1152,0,True,True,True,True,True
GPT4,strategy,756,yes,5,1365,5,5,40,1365,1365,0,True,True,True,True,True
GPT4,strategy,757,no,5,1547,5,5,5,1547,1547,1547,True,True,True,True,True
GPT4,strategy,758,yes,5,1395,5,5,40,1395,1395,0,False,False,False,False,False
GPT4,strategy,759,no,5,998,5,5,5,998,998,998,True,True,True,True,True
GPT4,strategy,760,yes,40,0,5,5,5,1482,1482,1482,False,False,False,False,False
GPT4,strategy,761,yes,5,896,5,5,5,896,896,896,True,True,True,True,True
GPT4,strategy,762,yes,5,1494,5,5,5,1494,1494,1494,True,True,True,True,True
GPT4,strategy,763,yes,5,1439,5,5,20,1439,1439,811,True,True,True,True,True
GPT4,strategy,764,yes,5,996,5,5,10,996,996,852,True,True,True,True,True
GPT4,strategy,765,no,5,1445,5,5,15,1445,1445,1065,False,False,False,False,False
GPT4,strategy,766,yes,10,1020,5,5,5,1190,1190,1190,False,False,False,False,False
GPT4,strategy,767,no,5,907,5,5,5,907,907,907,True,True,True,True,True
GPT4,strategy,768,no,5,1092,5,5,10,1092,1092,941,True,True,True,True,True
GPT4,strategy,769,no,40,0,5,5,40,2036,2036,0,True,True,True,True,True
GPT4,strategy,770,no,5,1334,5,5,10,1334,1334,1167,True,True,True,True,True
GPT4,strategy,771,yes,5,1348,5,5,5,1348,1348,1348,True,True,True,True,True
GPT4,strategy,772,no,40,0,5,40,40,2018,0,0,False,False,False,False,False
GPT4,strategy,773,no,5,1254,5,5,5,1254,1254,1254,True,True,True,True,True
GPT4,strategy,774,no,5,1095,5,5,20,1095,1095,592,False,False,False,False,False
GPT4,strategy,775,yes,5,1842,5,5,40,1842,1842,0,True,True,True,True,True
GPT4,strategy,776,no,40,0,5,5,40,1227,1227,0,True,True,True,True,True
GPT4,strategy,777,no,5,983,5,5,40,983,983,0,True,True,True,True,True
GPT4,strategy,778,no,5,1472,5,5,25,1472,1472,619,False,False,False,False,False
GPT4,strategy,779,yes,5,1059,5,5,5,1059,1059,1059,True,True,True,True,True
GPT4,strategy,780,yes,5,1362,5,5,5,1362,1362,1362,True,True,True,True,True
GPT4,strategy,781,yes,40,0,5,10,40,1324,1149,0,False,False,False,False,False
GPT4,strategy,782,yes,5,1481,5,5,5,1481,1481,1481,True,True,True,True,True
GPT4,strategy,783,no,35,176,5,5,5,1596,1596,1596,True,True,True,True,True
GPT4,strategy,784,yes,5,1150,5,5,5,1150,1150,1150,True,True,True,True,True
GPT4,strategy,785,no,5,1292,5,5,5,1292,1292,1292,True,True,True,True,True
GPT4,strategy,786,yes,5,1110,5,5,10,1110,1110,968,True,True,True,True,True
GPT4,strategy,787,no,5,1281,5,5,5,1281,1281,1281,False,False,False,False,False
GPT4,strategy,788,yes,5,1069,5,5,5,1069,1069,1069,True,True,True,True,True
GPT4,strategy,789,yes,5,1032,5,5,25,1032,1032,443,True,True,True,True,True
GPT4,strategy,790,yes,5,1443,5,5,5,1443,1443,1443,True,True,True,True,True
GPT4,strategy,791,yes,5,1438,5,5,5,1438,1438,1438,True,True,True,True,True
GPT4,strategy,792,yes,5,1546,5,5,5,1546,1546,1546,True,True,True,True,True
GPT4,strategy,793,no,5,1932,5,5,5,1932,1932,1932,False,False,False,False,False
GPT4,strategy,794,no,5,1452,5,5,10,1452,1452,1275,False,False,False,False,False
GPT4,strategy,795,no,5,1146,5,5,25,1146,1146,477,False,False,False,False,False
GPT4,strategy,796,no,10,1303,5,10,40,1514,1303,0,False,False,False,False,False
GPT4,strategy,797,yes,5,1697,5,5,40,1697,1697,0,True,True,True,True,True
GPT4,strategy,798,yes,5,839,5,5,20,839,839,504,True,True,True,True,True
GPT4,strategy,799,no,5,1449,5,5,5,1449,1449,1449,True,True,True,True,True
GPT4,strategy,800,no,5,1376,5,5,5,1376,1376,1376,True,True,True,True,True
GPT4,strategy,801,no,5,1762,5,5,5,1762,1762,1762,True,True,True,True,True
GPT4,strategy,802,no,5,1456,5,5,5,1456,1456,1456,True,True,True,True,True
GPT4,strategy,803,yes,5,1821,5,5,10,1821,1821,1578,True,True,True,True,True
GPT4,strategy,804,no,5,1416,5,5,10,1416,1416,1231,True,True,True,True,True
GPT4,strategy,805,yes,5,840,5,5,10,840,840,719,True,True,True,True,True
GPT4,strategy,806,yes,40,0,5,5,40,2000,2000,0,True,True,True,True,True
GPT4,strategy,807,no,5,1218,5,5,5,1218,1218,1218,True,True,True,True,True
GPT4,strategy,808,yes,5,991,5,5,5,991,991,991,False,False,False,False,False
GPT4,strategy,809,yes,5,1393,5,5,5,1393,1393,1393,False,False,False,False,False
GPT4,strategy,810,no,40,0,5,5,15,2086,2086,1462,False,False,False,False,False
GPT4,strategy,811,no,5,1128,5,5,5,1128,1128,1128,True,True,True,True,True
GPT4,strategy,812,no,5,1513,5,5,40,1513,1513,0,True,True,True,True,True
GPT4,strategy,813,yes,5,1011,5,5,40,1011,1011,0,True,True,True,True,True
GPT4,strategy,814,yes,10,920,5,5,40,1067,1067,0,False,False,False,False,False
GPT4,strategy,815,no,5,1183,5,5,10,1183,1183,999,True,True,True,True,True
GPT4,strategy,816,no,10,1417,5,20,40,1621,938,0,True,True,True,True,True
GPT4,strategy,817,yes,5,1249,5,5,5,1249,1249,1249,True,True,True,True,True
GPT4,strategy,818,no,5,1412,5,5,5,1412,1412,1412,True,True,True,True,True
GPT4,strategy,819,yes,5,1090,5,5,5,1090,1090,1090,True,True,True,True,True
GPT4,strategy,820,yes,5,1526,5,5,15,1526,1526,1145,True,True,True,True,True
GPT4,strategy,821,no,5,1045,5,5,5,1045,1045,1045,True,True,True,True,True
GPT4,strategy,822,yes,5,1422,5,5,10,1422,1422,1243,True,True,True,True,True
GPT4,strategy,823,no,40,0,5,5,40,1414,1414,0,False,False,False,False,False
GPT4,strategy,824,no,5,920,5,5,5,920,920,920,True,True,True,True,True
GPT4,strategy,825,yes,5,1385,5,5,10,1385,1385,1186,True,True,True,True,True
GPT4,strategy,826,no,5,980,5,5,20,980,980,582,True,True,True,True,True
GPT4,strategy,827,no,5,1125,5,5,30,1125,1125,338,True,True,True,True,True
GPT4,strategy,828,no,5,1080,5,5,40,1080,1080,0,True,True,True,True,True
GPT4,strategy,829,no,5,1112,5,5,5,1112,1112,1112,True,True,True,True,True
GPT4,strategy,830,yes,5,1691,5,5,5,1691,1691,1691,True,True,True,True,True
GPT4,strategy,831,yes,5,2059,5,5,5,2059,2059,2059,True,True,True,True,True
GPT4,strategy,832,no,5,1026,5,5,5,1026,1026,1026,True,True,True,True,True
GPT4,strategy,833,no,5,939,5,5,5,939,939,939,True,True,True,True,True
GPT4,strategy,834,no,5,1993,5,5,5,1993,1993,1993,True,True,True,True,True
GPT4,strategy,835,no,5,1075,5,5,5,1075,1075,1075,True,True,True,True,True
GPT4,strategy,836,no,5,1198,5,5,40,1198,1198,0,False,False,False,False,False
GPT4,strategy,837,no,5,1259,5,5,5,1259,1259,1259,True,True,True,True,True
GPT4,strategy,838,no,5,1033,5,5,5,1033,1033,1033,True,True,True,True,True
GPT4,strategy,839,no,5,946,5,5,5,946,946,946,True,True,True,True,True
GPT4,strategy,840,no,5,1266,5,5,15,1266,1266,904,True,True,True,True,True
GPT4,strategy,841,yes,5,1788,5,5,5,1788,1788,1788,True,True,True,True,True
GPT4,strategy,842,yes,10,851,5,5,5,997,997,997,True,True,True,True,True
GPT4,strategy,843,no,5,1464,5,5,5,1464,1464,1464,True,True,True,True,True
GPT4,strategy,844,no,5,1400,5,5,30,1400,1400,419,True,True,True,True,True
GPT4,strategy,845,no,5,1076,5,5,10,1076,1076,927,True,True,True,True,True
GPT4,strategy,846,yes,40,0,5,5,5,1818,1818,1818,True,True,True,True,True
GPT4,strategy,847,no,5,1171,5,5,40,1171,1171,0,True,True,True,True,True
GPT4,strategy,848,no,5,865,5,5,5,865,865,865,True,True,True,True,True
GPT4,strategy,849,yes,5,1028,5,5,5,1028,1028,1028,True,True,True,True,True
